,AC135068.3,AC135068.9,IGHV1-18,IGHV1-2,IGHV1-24,IGHV1-3,IGHV1-45,IGHV1-46,IGHV1-58,IGHV1-69,IGHV1-69-2,IGHV1-69D,IGHV1OR15-1,IGHV1OR15-9,IGHV1OR21-1,IGHV2-26,IGHV2-5,IGHV2-70,IGHV2-70D,IGHV2OR16-5,IGHV3-11,IGHV3-13,IGHV3-15,IGHV3-16,IGHV3-20,IGHV3-21,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-35,IGHV3-38,IGHV3-43,IGHV3-48,IGHV3-49,IGHV3-53,IGHV3-64,IGHV3-64D,IGHV3-66,IGHV3-7,IGHV3-72,IGHV3-73,IGHV3-74,IGHV3OR15-7,IGHV3OR16-10,IGHV3OR16-12,IGHV3OR16-13,IGHV3OR16-8,IGHV3OR16-9,IGHV4-28,IGHV4-31,IGHV4-34,IGHV4-39,IGHV4-4,IGHV4-59,IGHV4-61,IGHV4OR15-8,IGHV5-10-1,IGHV5-51,IGHV6-1,IGHV7-4-1,IGHV7-81,IGHV8-51-1,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-33,IGKV1D-37,IGKV1D-39,IGKV1D-42,IGKV1D-43,IGKV1D-8,IGKV1OR2-108,IGKV2-24,IGKV2-28,IGKV2-30,IGKV2-40,IGKV2D-24,IGKV2D-26,IGKV2D-28,IGKV2D-29,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-7,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV3D-7,IGKV3OR2-268,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-50,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV3-32,IGLV3-9,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV5-48,IGLV5-52,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,IGLV9-49,TRAC,TRAJ1,TRAJ10,TRAJ11,TRAJ12,TRAJ13,TRAJ14,TRAJ16,TRAJ17,TRAJ18,TRAJ19,TRAJ2,TRAJ20,TRAJ21,TRAJ22,TRAJ23,TRAJ24,TRAJ25,TRAJ26,TRAJ27,TRAJ28,TRAJ29,TRAJ3,TRAJ30,TRAJ31,TRAJ32,TRAJ33,TRAJ34,TRAJ35,TRAJ36,TRAJ37,TRAJ38,TRAJ39,TRAJ4,TRAJ40,TRAJ41,TRAJ42,TRAJ43,TRAJ44,TRAJ45,TRAJ46,TRAJ47,TRAJ48,TRAJ49,TRAJ5,TRAJ50,TRAJ52,TRAJ53,TRAJ54,TRAJ56,TRAJ57,TRAJ58,TRAJ59,TRAJ6,TRAJ61,TRAJ7,TRAJ9,TRAV1-1,TRAV1-2,TRAV10,TRAV12-1,TRAV12-2,TRAV12-3,TRAV13-1,TRAV13-2,TRAV14DV4,TRAV16,TRAV17,TRAV18,TRAV19,TRAV2,TRAV20,TRAV21,TRAV22,TRAV23DV6,TRAV24,TRAV25,TRAV26-1,TRAV26-2,TRAV27,TRAV29DV5,TRAV3,TRAV30,TRAV34,TRAV36DV7,TRAV38-1,TRAV38-2DV8,TRAV39,TRAV4,TRAV40,TRAV41,TRAV5,TRAV6,TRAV7,TRAV8-1,TRAV8-2,TRAV8-3,TRAV8-4,TRAV8-6,TRAV8-7,TRAV9-1,TRAV9-2,TRBC1,TRBC2,TRBD1,TRBJ1-1,TRBJ1-2,TRBJ1-3,TRBJ1-4,TRBJ1-5,TRBJ1-6,TRBJ2-1,TRBJ2-2,TRBJ2-2P,TRBJ2-3,TRBJ2-4,TRBJ2-5,TRBJ2-6,TRBJ2-7,TRBV10-1,TRBV10-2,TRBV10-3,TRBV11-1,TRBV11-3,TRBV12-3,TRBV12-4,TRBV12-5,TRBV13,TRBV14,TRBV15,TRBV16,TRBV17,TRBV18,TRBV19,TRBV2,TRBV20-1,TRBV20OR9-2,TRBV23-1,TRBV24-1,TRBV25-1,TRBV27,TRBV28,TRBV29-1,TRBV3-1,TRBV30,TRBV4-1,TRBV4-2,TRBV5-1,TRBV5-3,TRBV5-4,TRBV5-5,TRBV5-6,TRBV5-7,TRBV6-1,TRBV6-2,TRBV6-4,TRBV6-5,TRBV6-6,TRBV6-7,TRBV6-8,TRBV7-1,TRBV7-2,TRBV7-3,TRBV7-4,TRBV7-6,TRBV7-7,TRBV7-9,TRBV9,TRDC,TRDD1,TRDD2,TRDD3,TRDJ1,TRDJ2,TRDJ3,TRDJ4,TRDV1,TRDV2,TRDV3,TRGC1,TRGC2,TRGJ1,TRGJ2,TRGJP,TRGJP1,TRGJP2,TRGV1,TRGV10,TRGV11,TRGV2,TRGV3,TRGV4,TRGV5,TRGV8,TRGV9
11BR010,1,0,134,186,68,45,0,77,3,10,0,7,0,0,0,52,103,0,0,0,126,26,202,0,5,291,268,423,70,0,0,23,93,21,25,23,0,30,306,64,19,136,2,4,0,0,0,2,3,36,142,212,51,144,125,0,0,157,63,45,1,0,140,102,346,163,13,0,19,409,63,10,138,17,135,27,2,1,0,14,0,0,4,4,68,2,125,0,4,0,3,30,3,3,292,195,686,0,11,7,27,0,2,842,4,20,5,0,9,835,535,196,3,1,129,0,206,1130,335,406,0,198,494,144,0,1,260,425,0,382,61,0,41,0,15,171,2,25,1,3,129,74,121,85,19,671,1,1,2,1,0,0,1,3,1,2,0,0,1,0,1,0,0,2,1,1,0,1,1,2,1,1,1,0,0,3,0,0,2,1,2,1,1,1,2,0,0,1,1,2,1,0,0,0,0,1,1,0,1,0,1,0,6,8,1,8,27,6,7,3,10,6,1,3,32,15,8,6,5,8,2,5,10,0,2,8,6,0,1,3,1,4,2,15,0,4,3,2,0,6,8,11,5,12,0,0,5,205,507,5,1,1,8,6,2,7,2,0,4,2,2,1,0,8,1,2,5,0,1,8,7,2,2,7,1,0,0,5,11,9,24,0,1,2,2,22,20,12,13,8,6,13,10,0,4,3,2,0,3,7,2,5,2,0,1,0,12,7,1,1,1,18,9,71,0,0,1,2,0,0,0,13,16,3,40,75,1,1,0,0,1,3,10,0,10,17,21,11,4,12
01BR025,0,0,139,235,76,77,3,73,3,4,0,156,0,0,0,63,208,41,7,0,34,6,41,0,16,157,282,68,80,0,0,19,80,55,13,8,4,5,43,16,51,42,1,0,0,3,1,0,5,53,50,166,113,79,18,1,5,202,15,0,0,0,136,68,62,35,24,0,17,431,25,11,92,4,0,8,0,12,0,20,0,1,10,0,39,0,75,1,4,0,1,15,0,67,271,407,782,1,9,15,31,0,5,458,4,11,0,0,1,499,128,148,0,3,6,0,84,233,4,501,0,73,195,30,0,1,98,651,5,135,7,0,5,0,110,47,0,5,0,2,78,2,52,125,1,154,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,3,3,3,2,3,4,1,3,1,4,1,2,4,1,0,0,1,2,1,0,10,3,1,1,0,0,1,2,0,0,0,0,0,0,0,2,1,2,2,0,0,2,69,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,1,0,1,0,0,0,2,3,4,10,0,1,1,1,2,4,5,2,0,1,2,4,0,2,0,0,0,2,3,0,0,3,0,0,1,7,1,0,1,0,4,1,6,0,0,0,0,0,0,0,2,0,1,337,22,0,0,0,0,2,1,2,0,0,2,4,4,2,21
11BR032,0,0,671,571,245,587,29,384,63,14,0,435,0,0,0,31,438,179,6,0,280,341,1114,1,89,719,1839,947,636,5,1,66,440,417,218,13,321,81,1387,317,238,813,4,1,0,16,1,2,27,63,195,938,7,624,192,0,186,585,275,669,2,0,628,448,182,744,34,0,73,2679,313,51,212,37,83,167,134,31,0,60,4,6,18,10,154,31,986,2,82,1,25,419,120,166,2173,1066,4152,5,77,45,294,0,7,4156,99,105,219,0,101,1626,1221,1228,4,12,567,1,1025,1794,280,2047,4,934,1638,699,4,20,1096,1394,1,980,170,1,237,6,179,611,19,418,9,1,663,597,555,1233,129,712,2,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,6,3,2,7,10,11,7,8,13,4,17,0,12,5,3,5,2,4,2,1,5,0,1,8,5,0,1,5,1,5,3,18,0,7,7,2,0,3,12,14,8,16,0,0,10,172,359,5,1,0,4,4,5,3,3,1,3,3,2,0,0,4,2,2,3,1,0,4,4,1,0,0,3,0,0,4,16,13,30,0,4,3,2,14,18,5,13,8,4,1,21,0,4,3,2,0,6,3,3,5,4,0,0,1,8,13,0,3,0,16,12,25,0,0,0,2,0,1,0,7,5,0,56,61,0,2,0,0,0,1,12,0,7,8,11,5,4,8
22BR006,3,1,797,810,323,287,4,267,0,31,130,354,0,1,0,166,386,96,94,1,316,153,403,0,221,1525,2062,562,428,1,1,82,884,436,365,83,2,134,929,29,62,222,4,0,0,21,3,2,13,52,916,685,303,1509,171,2,1,1021,110,1227,0,1,676,141,70,488,23,0,61,3620,652,16,436,296,40,78,61,21,0,102,1,29,52,28,735,27,338,3,1047,0,29,101,13,41,2077,2191,4042,6,117,64,1894,1,7,2601,29,36,57,1,15,1508,303,339,0,1,124,0,387,3194,305,1029,0,276,5121,126,3,5,1239,1190,0,561,18,0,201,3,38,421,76,179,3,3,726,70,61,273,91,808,1,2,2,3,0,2,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,2,1,5,2,1,2,0,2,1,1,2,2,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,3,2,2,2,0,3,4,9,17,9,12,6,4,5,13,0,13,9,0,6,2,17,1,6,3,3,9,19,6,3,2,5,0,17,5,7,0,5,6,4,0,5,11,15,7,8,0,0,12,310,366,6,0,3,11,9,8,20,2,1,0,0,1,0,1,4,2,5,1,0,2,5,13,2,4,1,4,2,0,13,17,6,32,0,6,3,1,9,2,25,4,8,5,5,27,1,6,4,3,0,8,13,0,13,11,0,0,2,88,4,1,4,1,20,8,24,0,0,0,0,0,0,0,4,4,2,16,25,0,0,0,0,0,1,3,0,1,5,9,7,3,5
03BR002,3,0,54,67,26,22,1,52,5,4,0,14,0,0,0,15,41,12,0,0,24,18,72,0,1,67,170,101,34,0,0,13,94,68,23,10,31,17,173,33,16,102,0,0,0,2,0,0,2,13,31,58,38,68,5,0,17,51,22,0,0,0,46,59,60,35,0,0,9,182,16,10,79,13,12,18,13,1,0,8,0,4,2,3,54,4,103,0,12,0,2,37,4,4,193,82,339,0,7,9,23,0,0,295,17,5,11,2,4,134,95,72,0,1,42,0,133,494,17,81,0,159,127,24,1,3,103,85,0,42,7,0,17,0,7,36,7,9,0,3,48,41,30,83,9,89,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,5,1,1,0,1,1,0,7,9,0,1,1,0,4,0,0,1,0,1,2,0,1,0,0,0,1,1,1,0,0,0,0,1,1,3,1,1,2,0,0,1,33,66,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,1,0,1,0,0,1,3,3,6,0,1,0,1,1,1,1,2,1,1,3,5,2,3,2,1,1,2,1,2,2,2,0,0,0,3,11,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,1,11,9,0,0,0,0,0,0,0,0,2,3,3,0,2,1
14BR008,0,0,253,581,145,13,6,103,45,135,15,194,0,0,0,15,183,37,78,0,139,183,655,0,20,366,1585,812,272,0,0,79,779,131,88,44,2,74,1123,206,89,652,3,0,0,19,0,0,19,91,82,337,1,350,68,0,0,299,316,0,0,0,130,77,352,258,21,0,14,1453,127,50,381,22,7,42,1,13,0,12,1,0,7,7,244,16,341,0,24,0,9,123,6,15,1301,453,1414,2,22,4,84,0,0,1997,33,66,58,0,17,643,296,308,3,2,233,0,725,2539,40,545,0,433,371,24,14,28,258,385,0,354,15,0,15,0,179,345,0,154,0,7,335,165,520,374,31,285,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,4,8,0,0,11,0,4,2,3,0,12,1,6,0,2,0,6,0,1,4,0,0,2,1,2,0,0,3,4,1,0,3,0,0,1,9,0,4,1,3,4,0,0,0,0,179,235,0,0,0,4,1,7,1,0,0,0,1,0,0,0,11,0,5,0,0,0,0,0,0,0,10,9,0,0,0,8,4,13,0,0,6,0,7,11,7,11,0,2,0,10,0,0,0,5,0,6,1,0,4,6,0,0,0,4,0,0,0,0,7,1,8,0,0,0,0,3,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,8,4,0,0,2
11BR060,1,0,447,23,26,631,2,1502,4,32,0,34,0,0,0,19,717,38,6,0,469,391,431,1,341,449,2911,353,101,1,0,15,900,197,678,10,224,206,297,30,11,138,9,0,0,17,3,0,3,6,28,258,48,990,5,0,338,642,1763,174,0,0,117,96,12,57,20,0,40,1039,27,22,13,38,21,8,10,19,0,59,0,5,13,2,58,29,537,0,17,0,18,967,34,8,2424,3046,3126,0,397,61,51,0,39,4687,15,8,2,0,17,1025,1264,141,0,0,156,0,585,1680,3,594,0,43,1164,10,0,2,226,3159,0,3085,3,0,1,4,24,93,3,18,6,3,469,22,36,39,388,380,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,3,0,1,1,3,1,0,0,2,1,1,2,0,2,1,1,1,1,2,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,1,3,2,4,1,6,9,6,6,3,4,2,2,1,10,2,7,2,4,4,6,2,4,0,4,8,1,1,1,0,1,0,1,6,0,1,0,3,0,1,11,10,3,2,0,0,14,121,335,4,1,1,1,2,1,0,2,1,0,1,1,0,1,2,0,2,6,0,0,0,2,2,2,7,5,0,0,2,12,4,25,0,1,5,0,6,11,20,5,3,6,7,5,0,6,1,2,0,3,5,4,6,2,0,0,0,14,6,0,2,0,1,8,23,0,0,0,0,1,0,1,3,4,0,29,28,0,0,0,0,0,1,9,0,4,15,11,6,4,1
11BR040,0,0,184,336,38,2,5,112,10,46,0,97,0,1,0,4,69,18,0,0,68,20,90,0,23,267,379,501,153,1,0,118,141,464,20,11,23,29,212,47,13,37,0,0,0,2,0,1,7,41,88,139,0,226,39,0,39,175,52,0,1,0,224,121,78,198,14,0,27,696,69,35,215,21,25,16,14,8,0,20,0,0,2,1,32,15,585,0,8,0,18,22,15,3,400,259,941,1,11,15,32,0,0,751,2,15,16,0,30,611,373,548,0,0,42,0,158,501,118,544,0,105,241,54,1,0,349,260,0,270,12,0,23,4,47,115,0,45,11,3,440,20,57,119,2,278,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,5,2,3,4,1,3,1,2,3,1,0,4,2,3,0,0,0,0,1,2,12,2,0,1,0,2,1,5,0,3,3,2,0,3,7,3,2,3,0,0,7,85,251,0,2,1,0,4,2,3,0,0,0,0,0,0,0,3,1,2,5,0,0,1,1,1,0,0,0,0,0,6,4,6,11,0,1,3,0,6,17,11,9,4,1,8,3,0,5,1,2,0,4,3,0,4,0,0,1,0,15,4,2,2,0,9,4,15,0,0,0,1,0,1,1,2,11,0,11,25,0,0,0,0,0,1,5,0,6,3,7,10,3,0
06BR006,2,0,868,320,328,826,51,599,81,335,1,125,0,1,6,176,453,234,19,0,580,155,531,1,202,672,1887,616,374,4,4,45,309,269,77,68,319,113,532,286,158,484,8,2,2,41,1,4,50,36,296,870,562,1538,34,2,616,1079,133,0,0,0,369,442,609,288,110,0,169,3903,376,65,1734,46,14,104,14,107,1,211,11,63,26,26,378,45,217,2,31,5,85,1083,14,39,2932,1167,4774,6,87,57,229,1,13,4175,37,316,71,11,129,1783,1060,1303,8,3,40,0,1499,3762,229,2091,5,752,2076,529,23,17,1105,2581,0,1432,99,0,319,294,88,266,3,351,8,4,539,276,274,356,47,594,2,0,1,1,0,0,2,0,2,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,4,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,5,8,1,12,15,7,16,5,6,5,7,3,20,7,3,10,2,4,1,7,8,1,12,3,3,2,2,3,3,4,3,10,0,2,3,3,0,5,16,11,3,7,0,0,14,331,398,10,1,10,5,11,8,5,4,0,1,1,0,0,0,1,0,1,8,0,2,4,6,5,2,1,2,2,0,11,44,9,22,0,6,5,2,14,6,8,16,6,4,6,23,0,16,1,5,0,14,11,2,6,1,0,0,0,14,9,2,8,0,12,6,55,0,0,0,7,1,0,0,3,4,2,459,132,2,0,0,0,5,5,20,1,11,13,12,2,10,17
11BR023,1,0,858,328,435,1459,1,991,32,191,245,615,2,1,0,34,729,136,1791,0,293,86,2535,0,102,1413,1945,813,2850,1,8,66,1967,375,268,3,89,47,503,43,52,370,6,1,0,9,0,1,28,31,337,181,170,529,116,0,535,520,382,8,0,0,707,443,630,332,16,0,11,2153,7089,32,563,267,8,46,1,10,0,22,0,19,3,6,112,19,213,3,4,0,9,53,4,261,4265,989,3001,4,36,6,253,2,4,8375,146,22,14,0,52,914,617,366,0,2,92,0,535,2496,58,1043,35,286,3271,1233,190,787,597,1532,1,244,103,0,190,4,303,1129,6,164,3,1,338,54,131,2,50,1245,0,1,0,0,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0,0,1,0,2,2,0,1,1,1,1,1,0,1,1,1,3,0,0,0,0,0,0,2,1,0,0,3,3,6,4,8,30,38,26,34,20,12,14,23,3,28,9,6,11,7,15,9,13,15,13,14,29,19,3,1,13,2,18,11,29,4,3,4,12,0,7,21,29,11,22,0,0,19,560,1048,12,1,3,12,12,7,11,2,3,2,5,0,0,2,8,11,1,11,2,0,7,17,1,46,4,4,0,0,13,38,18,67,0,9,9,3,41,8,36,16,5,7,10,47,1,12,6,26,0,12,15,0,17,23,0,0,2,26,10,0,8,3,50,46,79,0,1,0,1,0,0,0,16,33,1,77,86,0,0,0,0,1,3,29,0,14,14,11,3,5,17
01BR015,1,0,250,328,23,171,3,58,12,35,4,27,1,0,1,116,105,54,7,0,63,17,208,1,15,133,259,118,69,0,1,6,102,107,15,2,53,3,68,3,7,212,0,0,0,9,3,0,3,8,61,375,33,143,12,0,42,83,21,0,0,0,63,132,45,78,8,0,9,497,59,5,140,5,19,72,26,3,0,10,1,35,3,0,22,12,85,1,4,0,3,10,4,10,359,130,672,2,8,5,18,1,5,366,7,9,11,0,32,565,456,462,1,1,8,0,64,768,35,556,1,158,441,30,4,8,60,380,3,327,16,0,32,1,11,41,10,5,6,4,211,25,62,37,9,568,3,0,0,0,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,1,0,1,5,9,3,5,12,12,3,4,2,5,0,14,2,4,6,5,6,3,2,7,5,3,3,6,1,0,3,3,2,3,8,1,3,4,2,0,2,10,2,9,17,0,0,16,219,529,1,1,0,4,4,4,3,2,1,1,2,0,0,0,6,0,0,3,0,1,0,2,1,1,1,1,0,0,5,13,6,16,0,3,3,1,7,24,22,5,3,19,10,9,0,11,2,4,0,3,10,2,3,3,0,0,1,19,1,1,0,0,11,7,18,0,0,0,1,0,0,0,5,2,0,24,43,0,0,0,0,0,1,6,0,4,8,15,8,1,8
01BR010,0,0,522,725,98,2,2,37,0,40,111,200,1,0,0,77,95,7,4,0,104,3,144,0,33,252,433,131,116,0,0,33,90,127,2,9,1,7,169,15,9,67,0,0,0,11,0,0,8,16,40,566,9,95,85,0,1,273,36,0,0,0,130,34,38,168,122,1,91,812,97,52,164,18,42,10,5,87,0,192,0,3,7,1,32,23,93,1,5,0,44,265,37,13,394,295,1124,0,31,62,294,0,0,678,49,25,103,0,8,789,132,195,0,3,13,0,207,558,7,242,0,68,952,161,2,1,829,606,0,253,16,0,323,0,17,75,5,27,7,2,454,6,78,366,6,334,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,9,2,5,5,1,2,8,0,0,2,2,7,0,0,1,2,6,1,0,1,4,0,0,4,0,2,4,8,0,1,0,1,0,2,2,4,7,4,0,0,2,145,232,2,2,2,2,2,2,4,0,1,0,1,0,0,0,3,0,1,7,0,0,0,9,1,0,3,0,0,0,1,11,7,15,1,5,3,0,3,7,6,6,7,3,5,12,0,2,1,0,0,5,0,0,9,4,0,1,0,4,1,2,2,0,7,4,11,0,0,0,0,0,0,0,1,2,1,17,9,0,0,0,0,0,0,8,1,1,2,4,2,0,2
11BR055,0,0,20,6,0,49,4,89,4,23,11,19,0,0,0,4,18,7,17,0,5,1,65,0,1,38,100,104,39,0,0,0,69,30,23,1,14,7,146,30,16,137,0,0,0,1,0,0,1,20,16,0,32,55,11,0,15,67,14,1,0,0,26,19,37,18,0,0,2,304,32,6,78,2,0,4,0,0,0,3,0,4,0,1,72,3,51,0,4,0,2,8,1,0,117,72,446,0,2,1,9,0,0,221,15,0,0,0,1,81,76,55,0,1,31,0,99,309,12,143,1,42,86,2,4,0,74,96,0,43,7,0,0,1,9,13,7,14,0,6,30,22,10,36,12,343,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,4,2,5,7,3,3,2,3,17,5,0,0,3,0,2,2,0,1,2,4,1,0,0,1,2,2,3,0,7,0,4,0,1,0,2,3,7,3,8,0,0,2,119,286,1,0,0,4,1,2,2,2,0,1,0,1,1,0,4,0,1,4,0,2,4,2,1,0,3,1,0,0,4,20,1,16,0,3,1,1,6,8,5,1,1,3,3,2,0,7,0,2,0,1,5,0,5,6,0,0,0,19,10,0,1,0,16,3,19,0,0,0,0,1,0,0,6,2,0,128,20,1,0,0,0,1,1,5,0,2,4,5,3,4,5
01BR043,0,0,5911,8,1853,1258,6,531,4,101,3,125,0,0,0,32,78,726,5,2,1077,60,882,0,24,930,9735,582,3095,1,0,1,611,114,159,308,131,36,389,21,326,2796,2,0,0,181,3,1,7,33,4325,2907,1162,537,43,3,144,2697,653,5,0,0,4070,62,967,1319,773,10,326,4437,120,20,178,970,235,26,73,573,38,701,0,2,21,10,44,39,504,142,18,1,64,48,148,2134,902,3220,2809,1,86,574,343,1,10,36839,33,54,168,1,241,322,211,2072,9,1,9,0,108,6052,31,470,0,159,3333,577,4,3,6529,1993,0,3131,163,0,139,11,28,59,25,204,105,4,251,22,274,9775,116,1341,2,0,1,3,1,0,0,1,0,0,1,2,1,0,2,0,0,1,4,0,0,3,0,2,0,0,1,0,1,2,0,2,1,0,0,0,1,2,1,0,0,1,4,1,0,1,1,0,1,0,2,1,2,0,1,2,3,14,24,9,60,16,28,27,29,22,48,0,45,7,8,13,1,10,4,6,23,11,4,15,14,4,2,14,12,9,2,46,0,4,17,6,0,3,35,19,13,16,0,0,18,759,1771,22,1,5,14,7,5,13,8,2,7,12,0,0,4,7,0,3,8,43,3,11,31,1,19,12,15,0,0,33,28,36,85,5,0,4,3,95,244,16,10,5,6,9,32,0,18,2,20,0,10,6,2,78,14,0,0,0,24,16,2,25,6,41,49,106,0,0,1,2,2,2,0,26,13,10,65,216,0,0,0,0,3,13,34,0,27,26,44,28,6,24
09BR007,2,0,402,163,290,179,1,132,9,107,0,78,0,0,0,362,266,148,3,0,317,184,445,0,13,294,1270,771,181,0,1,24,13573,330,81,50,32,29,327,6,12,332,1,1,0,6,4,0,6,360,455,1173,597,1613,4,0,386,356,29,302,0,0,176,565,204,163,35,0,140,1676,161,14,834,26,3,15,0,21,0,168,0,6,12,4,110,10,11567,7,23,1,18,28,439,93,1359,844,1932,1,32,49,40,0,5,763,2,4,0,0,46,3887,302,599,7,1,8,0,326,1185,25,613,1,195,433,539,0,2,1211,1752,0,545,42,0,168,7,0,866,3,650,3,2,512,181,54,246,250,525,0,0,1,3,0,2,1,1,3,2,3,2,1,1,0,2,0,0,0,0,0,4,0,0,0,0,2,0,1,1,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,1,7,12,2,5,3,11,3,11,13,24,3,2,12,7,6,3,2,4,2,0,2,5,0,0,5,4,3,4,6,1,1,4,1,0,1,5,6,3,5,0,0,7,243,532,3,0,4,2,6,1,8,2,1,2,0,0,1,2,2,0,11,5,1,1,2,3,2,1,1,1,0,0,6,22,13,15,0,2,2,0,12,0,8,12,8,12,22,10,1,5,1,6,0,10,14,3,12,2,0,0,0,74,7,0,4,3,16,5,5,0,0,0,0,0,0,0,3,1,2,11,33,0,0,0,0,1,2,11,0,1,4,7,5,6,1
18BR007,1,2,493,1103,535,254,26,127,38,327,43,221,0,2,1,222,657,61,74,0,201,76,507,2,25,708,958,519,607,1,1,42,746,272,95,42,367,37,765,66,95,372,3,0,1,6,3,1,21,10,387,544,142,787,71,0,132,619,108,260,2,0,204,299,373,455,99,0,61,2965,406,26,417,26,20,46,1,63,1,104,4,1,52,7,187,19,321,5,20,0,24,217,18,169,1475,914,2935,0,31,33,323,0,10,2235,20,57,17,0,178,2025,450,421,3,3,5,6,482,2282,147,976,7,628,896,141,5,4,1171,1219,1,389,32,0,137,1,145,139,15,86,8,0,575,241,139,171,10,534,1,4,0,1,0,1,2,0,0,0,3,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,6,11,12,10,15,15,4,37,3,16,2,9,8,5,9,4,4,5,3,4,3,2,1,1,2,2,4,3,8,0,2,7,5,0,0,4,12,0,7,0,0,6,186,597,2,0,6,9,13,9,8,2,2,1,3,1,0,1,6,4,6,5,1,1,8,5,0,1,1,5,0,0,2,13,13,22,0,1,6,4,16,11,24,14,2,12,16,22,0,76,6,2,0,6,7,2,3,1,0,0,0,21,5,2,3,0,11,4,10,0,0,0,0,0,1,0,3,0,1,42,54,0,1,0,0,1,4,15,0,7,5,5,7,8,8
